[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2291ms]
[BUSQUEDA RUTAS] 712 tareas de busqueda paralela completadas [48ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 6712
    [SIN RUTAS CANDIDATAS] 6712 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008482 | EBCI→LOWW | cant=1 | creado=2026-06-21T18:06 | deadline=2026-06-22T18:06

      SPIM-000008224 | SPIM→OOMS | cant=3 | creado=2026-06-21T05:21 | deadline=2026-06-23T05:21

      SPIM-000008225 | SPIM→SABE | cant=3 | creado=2026-06-21T05:42 | deadline=2026-06-22T05:42

      SPIM-000008226 | SPIM→UBBB | cant=3 | creado=2026-06-21T05:55 | deadline=2026-06-23T05:55

      SPIM-000008227 | SPIM→UMMS | cant=3 | creado=2026-06-21T06:13 | deadline=2026-06-23T06:13

      SPIM-000008228 | SPIM→LBSF | cant=3 | creado=2026-06-21T06:30 | deadline=2026-06-23T06:30

      SPIM-000008229 | SPIM→EBCI | cant=3 | creado=2026-06-21T06:45 | deadline=2026-06-23T06:45

      SPIM-000008230 | SPIM→EBCI | cant=3 | creado=2026-06-21T06:59 | deadline=2026-06-23T06:59

      SPIM-000008231 | SPIM→OMDB | cant=3 | creado=2026-06-21T07:16 | deadline=2026-06-23T07:16

      SPIM-000008232 | SPIM→LOWW | cant=3 | creado=2026-06-21T07:41 | deadline=2026-06-23T07:41

      SPIM-000008233 | SPIM→EDDI | cant=3 | creado=2026-06-21T07:59 | deadline=2026-06-23T07:59

      SPIM-000008234 | SPIM→OYSN | cant=3 | creado=2026-06-21T08:10 | deadline=2026-06-23T08:10

      SPIM-000008235 | SPIM→EKCH | cant=3 | creado=2026-06-21T08:33 | deadline=2026-06-23T08:33

      SPIM-000008236 | SPIM→SCEL | cant=3 | creado=2026-06-21T08:49 | deadline=2026-06-22T08:49

      SPIM-000008237 | SPIM→SLLP | cant=3 | creado=2026-06-21T08:01 | deadline=2026-06-22T08:01

      SPIM-000008238 | SPIM→OPKC | cant=3 | creado=2026-06-21T09:19 | deadline=2026-06-23T09:19

      SPIM-000008239 | SPIM→LATI | cant=2 | creado=2026-06-21T09:36 | deadline=2026-06-23T09:36

      SPIM-000008240 | SPIM→OERK | cant=2 | creado=2026-06-21T09:52 | deadline=2026-06-23T09:52

      SPIM-000008241 | SPIM→SUAA | cant=2 | creado=2026-06-21T10:15 | deadline=2026-06-22T10:15

      SPIM-000008242 | SPIM→LDZA | cant=2 | creado=2026-06-21T10:26 | deadline=2026-06-23T10:26

      SPIM-000008243 | SPIM→OSDI | cant=2 | creado=2026-06-21T10:47 | deadline=2026-06-23T10:47

      SPIM-000008244 | SPIM→LATI | cant=2 | creado=2026-06-21T10:58 | deadline=2026-06-23T10:58

      SPIM-000008245 | SPIM→OJAI | cant=2 | creado=2026-06-21T11:16 | deadline=2026-06-23T11:16

      SPIM-000008246 | SPIM→EHAM | cant=2 | creado=2026-06-21T11:32 | deadline=2026-06-23T11:32

      SPIM-000008247 | SPIM→OAKB | cant=2 | creado=2026-06-21T11:53 | deadline=2026-06-23T11:53

      SPIM-000008248 | SPIM→OSDI | cant=2 | creado=2026-06-21T12:07 | deadline=2026-06-23T12:07

      SPIM-000008249 | SPIM→EDDI | cant=2 | creado=2026-06-21T12:29 | deadline=2026-06-23T12:29

      SPIM-000008250 | SPIM→SVMI | cant=2 | creado=2026-06-21T12:39 | deadline=2026-06-22T12:39

      SPIM-000008251 | SPIM→OYSN | cant=2 | creado=2026-06-21T12:56 | deadline=2026-06-23T12:56

      SPIM-000008252 | SPIM→SGAS | cant=2 | creado=2026-06-21T13:15 | deadline=2026-06-22T13:15

      SPIM-000008253 | SPIM→SUAA | cant=2 | creado=2026-06-21T13:32 | deadline=2026-06-22T13:32

      SPIM-000008254 | SPIM→LKPR | cant=2 | creado=2026-06-21T13:53 | deadline=2026-06-23T13:53

      SPIM-000008255 | SPIM→LKPR | cant=2 | creado=2026-06-21T14:09 | deadline=2026-06-23T14:09

      SPIM-000008256 | SPIM→OOMS | cant=2 | creado=2026-06-21T14:27 | deadline=2026-06-23T14:27

      SPIM-000008257 | SPIM→SABE | cant=2 | creado=2026-06-21T14:38 | deadline=2026-06-22T14:38

      SPIM-000008258 | SPIM→SVMI | cant=2 | creado=2026-06-21T14:56 | deadline=2026-06-22T14:56

      SPIM-000008259 | SPIM→SKBO | cant=2 | creado=2026-06-21T15:16 | deadline=2026-06-22T15:16

      SPIM-000008260 | SPIM→OPKC | cant=2 | creado=2026-06-21T15:34 | deadline=2026-06-23T15:34

      SPIM-000008261 | SPIM→OJAI | cant=2 | creado=2026-06-21T15:50 | deadline=2026-06-23T15:50

      SPIM-000008262 | SPIM→OYSN | cant=2 | creado=2026-06-21T16:08 | deadline=2026-06-23T16:08

      SPIM-000008263 | SPIM→LKPR | cant=2 | creado=2026-06-21T16:28 | deadline=2026-06-23T16:28

      SPIM-000008264 | SPIM→OMDB | cant=2 | creado=2026-06-21T16:43 | deadline=2026-06-23T16:43

      SPIM-000008265 | SPIM→SABE | cant=2 | creado=2026-06-21T16:00 | deadline=2026-06-22T16:00

      SPIM-000008266 | SPIM→EBCI | cant=2 | creado=2026-06-21T17:12 | deadline=2026-06-23T17:12

      SPIM-000008267 | SPIM→OPKC | cant=2 | creado=2026-06-21T17:33 | deadline=2026-06-23T17:33

      SPIM-000008268 | SPIM→SCEL | cant=2 | creado=2026-06-21T17:52 | deadline=2026-06-22T17:52

      SPIM-000008269 | SPIM→LATI | cant=2 | creado=2026-06-21T18:05 | deadline=2026-06-23T18:05

      SPIM-000008270 | SPIM→OSDI | cant=2 | creado=2026-06-21T18:23 | deadline=2026-06-23T18:23

      SPIM-000008271 | SPIM→OOMS | cant=2 | creado=2026-06-21T18:42 | deadline=2026-06-23T18:42

      SPIM-000008272 | SPIM→OMDB | cant=2 | creado=2026-06-21T18:00 | deadline=2026-06-23T18:00

      SPIM-000008273 | SPIM→LDZA | cant=2 | creado=2026-06-21T19:17 | deadline=2026-06-23T19:17

      SPIM-000008274 | SPIM→LATI | cant=2 | creado=2026-06-21T19:28 | deadline=2026-06-23T19:28

      SPIM-000008275 | SPIM→SUAA | cant=2 | creado=2026-06-21T19:46 | deadline=2026-06-22T19:46

      SPIM-000008276 | SPIM→OYSN | cant=2 | creado=2026-06-21T20:07 | deadline=2026-06-23T20:07

      SPIM-000008277 | SPIM→LATI | cant=2 | creado=2026-06-21T20:21 | deadline=2026-06-23T20:21

      SPIM-000008278 | SPIM→OJAI | cant=2 | creado=2026-06-21T20:39 | deadline=2026-06-23T20:39

      SPIM-000008279 | SPIM→OPKC | cant=2 | creado=2026-06-21T20:59 | deadline=2026-06-23T20:59

      SPIM-000008280 | SPIM→OYSN | cant=2 | creado=2026-06-21T21:12 | deadline=2026-06-23T21:12

      SPIM-000008281 | SPIM→EHAM | cant=2 | creado=2026-06-21T21:31 | deadline=2026-06-23T21:31

      SPIM-000008282 | SPIM→OAKB | cant=2 | creado=2026-06-21T21:49 | deadline=2026-06-23T21:49

      SPIM-000008283 | SPIM→SGAS | cant=2 | creado=2026-06-21T22:09 | deadline=2026-06-22T22:09

      SPIM-000008284 | SPIM→LBSF | cant=2 | creado=2026-06-21T22:17 | deadline=2026-06-23T22:17

      SPIM-000008285 | SPIM→SABE | cant=2 | creado=2026-06-21T22:42 | deadline=2026-06-22T22:42

      SPIM-000008286 | SPIM→SKBO | cant=2 | creado=2026-06-21T22:58 | deadline=2026-06-22T22:58

      SPIM-000008287 | SPIM→OOMS | cant=2 | creado=2026-06-21T23:16 | deadline=2026-06-23T23:16

      SPIM-000008288 | SPIM→LBSF | cant=2 | creado=2026-06-21T23:30 | deadline=2026-06-23T23:30

      SPIM-000008289 | SPIM→SKBO | cant=2 | creado=2026-06-21T23:50 | deadline=2026-06-22T23:50

      SPIM-000008290 | SPIM→EDDI | cant=2 | creado=2026-06-21T23:03 | deadline=2026-06-23T23:03

      SUAA-000007182 | SUAA→EDDI | cant=2 | creado=2026-06-19T03:21 | deadline=2026-06-21T03:21

      SUAA-000007183 | SUAA→UMMS | cant=2 | creado=2026-06-19T03:35 | deadline=2026-06-21T03:35

      SUAA-000007184 | SUAA→SBBR | cant=2 | creado=2026-06-19T03:39 | deadline=2026-06-20T03:39

      SUAA-000007185 | SUAA→SCEL | cant=2 | creado=2026-06-19T03:55 | deadline=2026-06-20T03:55

      SUAA-000007186 | SUAA→SPIM | cant=2 | creado=2026-06-19T04:10 | deadline=2026-06-20T04:10

      SUAA-000007187 | SUAA→LKPR | cant=2 | creado=2026-06-19T04:21 | deadline=2026-06-21T04:21

      SUAA-000007188 | SUAA→VIDP | cant=2 | creado=2026-06-19T04:33 | deadline=2026-06-21T04:33

      SUAA-000007189 | SUAA→OPKC | cant=2 | creado=2026-06-19T04:51 | deadline=2026-06-21T04:51

      SUAA-000007190 | SUAA→VIDP | cant=2 | creado=2026-06-19T04:00 | deadline=2026-06-21T04:00

      SUAA-000007191 | SUAA→LATI | cant=2 | creado=2026-06-19T05:13 | deadline=2026-06-21T05:13

      SUAA-000007192 | SUAA→OYSN | cant=2 | creado=2026-06-19T05:32 | deadline=2026-06-21T05:32

      SUAA-000007193 | SUAA→OSDI | cant=2 | creado=2026-06-19T05:43 | deadline=2026-06-21T05:43

      SUAA-000007194 | SUAA→LBSF | cant=2 | creado=2026-06-19T05:58 | deadline=2026-06-21T05:58

      SUAA-000007195 | SUAA→OJAI | cant=2 | creado=2026-06-19T06:08 | deadline=2026-06-21T06:08

      SUAA-000007196 | SUAA→SEQM | cant=2 | creado=2026-06-19T06:22 | deadline=2026-06-20T06:22

      SUAA-000007197 | SUAA→OJAI | cant=2 | creado=2026-06-19T06:34 | deadline=2026-06-21T06:34

      SUAA-000007198 | SUAA→OAKB | cant=2 | creado=2026-06-19T06:41 | deadline=2026-06-21T06:41

      SUAA-000007199 | SUAA→SLLP | cant=2 | creado=2026-06-19T06:03 | deadline=2026-06-20T06:03

      SUAA-000007200 | SUAA→SEQM | cant=2 | creado=2026-06-19T07:10 | deadline=2026-06-20T07:10

      SUAA-000007201 | SUAA→EKCH | cant=2 | creado=2026-06-19T07:29 | deadline=2026-06-21T07:29

      SUAA-000007202 | SUAA→UBBB | cant=2 | creado=2026-06-19T07:41 | deadline=2026-06-21T07:41

      SUAA-000007203 | SUAA→OOMS | cant=2 | creado=2026-06-19T07:54 | deadline=2026-06-21T07:54

      SUAA-000007204 | SUAA→OYSN | cant=2 | creado=2026-06-19T07:08 | deadline=2026-06-21T07:08

      SUAA-000007205 | SUAA→LBSF | cant=2 | creado=2026-06-19T08:14 | deadline=2026-06-21T08:14

      SUAA-000007206 | SUAA→OERK | cant=2 | creado=2026-06-19T08:30 | deadline=2026-06-21T08:30

      SUAA-000007207 | SUAA→SEQM | cant=2 | creado=2026-06-19T08:39 | deadline=2026-06-20T08:39

      SUAA-000007208 | SUAA→UBBB | cant=2 | creado=2026-06-19T08:54 | deadline=2026-06-21T08:54

      SUAA-000007209 | SUAA→SPIM | cant=2 | creado=2026-06-19T09:09 | deadline=2026-06-20T09:09

      SUAA-000007210 | SUAA→SPIM | cant=2 | creado=2026-06-19T09:21 | deadline=2026-06-20T09:21

      SUAA-000007211 | SUAA→EDDI | cant=2 | creado=2026-06-19T09:36 | deadline=2026-06-21T09:36

      SUAA-000007212 | SUAA→UBBB | cant=2 | creado=2026-06-19T09:51 | deadline=2026-06-21T09:51

      SUAA-000007213 | SUAA→SABE | cant=2 | creado=2026-06-19T09:05 | deadline=2026-06-20T09:05

      SUAA-000007214 | SUAA→EBCI | cant=1 | creado=2026-06-19T10:12 | deadline=2026-06-21T10:12

      SUAA-000007215 | SUAA→UMMS | cant=1 | creado=2026-06-19T10:31 | deadline=2026-06-21T10:31

      SUAA-000007216 | SUAA→OSDI | cant=1 | creado=2026-06-19T10:36 | deadline=2026-06-21T10:36

      SUAA-000007217 | SUAA→LATI | cant=1 | creado=2026-06-19T10:51 | deadline=2026-06-21T10:51

      SUAA-000007218 | SUAA→SPIM | cant=1 | creado=2026-06-19T11:01 | deadline=2026-06-20T11:01

      SUAA-000007219 | SUAA→SCEL | cant=1 | creado=2026-06-19T11:16 | deadline=2026-06-20T11:16

      SUAA-000007220 | SUAA→OYSN | cant=1 | creado=2026-06-19T11:27 | deadline=2026-06-21T11:27

      SUAA-000007221 | SUAA→OOMS | cant=1 | creado=2026-06-19T11:49 | deadline=2026-06-21T11:49

      SUAA-000007222 | SUAA→OMDB | cant=1 | creado=2026-06-19T11:57 | deadline=2026-06-21T11:57

      SUAA-000007223 | SUAA→OPKC | cant=1 | creado=2026-06-19T12:09 | deadline=2026-06-21T12:09

      SUAA-000007224 | SUAA→SKBO | cant=1 | creado=2026-06-19T12:25 | deadline=2026-06-20T12:25

      SUAA-000007225 | SUAA→LKPR | cant=1 | creado=2026-06-19T12:41 | deadline=2026-06-21T12:41

      SUAA-000007226 | SUAA→SPIM | cant=1 | creado=2026-06-19T12:53 | deadline=2026-06-20T12:53

      SUAA-000007227 | SUAA→EBCI | cant=1 | creado=2026-06-19T12:04 | deadline=2026-06-21T12:04

      SUAA-000007228 | SUAA→SABE | cant=1 | creado=2026-06-19T13:12 | deadline=2026-06-20T13:12

      SUAA-000007229 | SUAA→OAKB | cant=1 | creado=2026-06-19T13:30 | deadline=2026-06-21T13:30

      SUAA-000007230 | SUAA→OYSN | cant=1 | creado=2026-06-19T13:39 | deadline=2026-06-21T13:39

      SUAA-000007231 | SUAA→OAKB | cant=1 | creado=2026-06-19T13:51 | deadline=2026-06-21T13:51

      SUAA-000007232 | SUAA→OJAI | cant=1 | creado=2026-06-19T14:04 | deadline=2026-06-21T14:04

      SUAA-000007233 | SUAA→SPIM | cant=1 | creado=2026-06-19T14:24 | deadline=2026-06-20T14:24

      SUAA-000007234 | SUAA→SCEL | cant=1 | creado=2026-06-19T14:38 | deadline=2026-06-20T14:38

      SUAA-000007235 | SUAA→EBCI | cant=1 | creado=2026-06-19T14:48 | deadline=2026-06-21T14:48

      SUAA-000007236 | SUAA→VIDP | cant=1 | creado=2026-06-19T14:04 | deadline=2026-06-21T14:04

      SUAA-000007237 | SUAA→LOWW | cant=1 | creado=2026-06-19T15:12 | deadline=2026-06-21T15:12

      SUAA-000007238 | SUAA→SEQM | cant=1 | creado=2026-06-19T15:26 | deadline=2026-06-20T15:26

      SUAA-000007239 | SUAA→OSDI | cant=1 | creado=2026-06-19T15:34 | deadline=2026-06-21T15:34

      SUAA-000007240 | SUAA→OOMS | cant=1 | creado=2026-06-19T15:52 | deadline=2026-06-21T15:52

      SUAA-000007241 | SUAA→LBSF | cant=1 | creado=2026-06-19T16:06 | deadline=2026-06-21T16:06

      SUAA-000007242 | SUAA→SVMI | cant=1 | creado=2026-06-19T16:22 | deadline=2026-06-20T16:22

      SUAA-000007243 | SUAA→EDDI | cant=1 | creado=2026-06-19T16:29 | deadline=2026-06-21T16:29

      SUAA-000007244 | SUAA→OPKC | cant=1 | creado=2026-06-19T16:39 | deadline=2026-06-21T16:39

      SUAA-000007245 | SUAA→LKPR | cant=1 | creado=2026-06-19T16:52 | deadline=2026-06-21T16:52

      SUAA-000007246 | SUAA→OMDB | cant=1 | creado=2026-06-19T17:08 | deadline=2026-06-21T17:08

      SUAA-000007247 | SUAA→LBSF | cant=1 | creado=2026-06-19T17:25 | deadline=2026-06-21T17:25

      SUAA-000007248 | SUAA→OSDI | cant=1 | creado=2026-06-19T17:40 | deadline=2026-06-21T17:40

      SUAA-000007249 | SUAA→SLLP | cant=1 | creado=2026-06-19T17:45 | deadline=2026-06-20T17:45

      SUAA-000007250 | SUAA→EHAM | cant=1 | creado=2026-06-19T17:00 | deadline=2026-06-21T17:00

      SUAA-000007251 | SUAA→OAKB | cant=1 | creado=2026-06-19T18:18 | deadline=2026-06-21T18:18

      SUAA-000007252 | SUAA→SABE | cant=1 | creado=2026-06-19T18:30 | deadline=2026-06-20T18:30

      SUAA-000007253 | SUAA→UBBB | cant=1 | creado=2026-06-19T18:40 | deadline=2026-06-21T18:40

      SUAA-000007254 | SUAA→EDDI | cant=1 | creado=2026-06-19T18:57 | deadline=2026-06-21T18:57

      SUAA-000007255 | SUAA→SLLP | cant=1 | creado=2026-06-19T19:07 | deadline=2026-06-20T19:07

      SUAA-000007256 | SUAA→SABE | cant=1 | creado=2026-06-19T19:18 | deadline=2026-06-20T19:18

      SUAA-000007257 | SUAA→OYSN | cant=1 | creado=2026-06-19T19:31 | deadline=2026-06-21T19:31

      SUAA-000007258 | SUAA→SCEL | cant=1 | creado=2026-06-19T19:42 | deadline=2026-06-20T19:42

      SUAA-000007259 | SUAA→OERK | cant=1 | creado=2026-06-19T19:00 | deadline=2026-06-21T19:00

      SUAA-000007260 | SUAA→EHAM | cant=1 | creado=2026-06-19T20:16 | deadline=2026-06-21T20:16

      SUAA-000007261 | SUAA→LDZA | cant=1 | creado=2026-06-19T20:23 | deadline=2026-06-21T20:23

      SUAA-000007262 | SUAA→OAKB | cant=1 | creado=2026-06-19T20:34 | deadline=2026-06-21T20:34

      SUAA-000007263 | SUAA→SEQM | cant=1 | creado=2026-06-19T20:50 | deadline=2026-06-20T20:50

      SUAA-000007264 | SUAA→UBBB | cant=1 | creado=2026-06-19T20:02 | deadline=2026-06-21T20:02

      SUAA-000007265 | SUAA→EKCH | cant=1 | creado=2026-06-19T21:21 | deadline=2026-06-21T21:21

      SUAA-000007266 | SUAA→OPKC | cant=1 | creado=2026-06-19T21:31 | deadline=2026-06-21T21:31

      SUAA-000007267 | SUAA→SCEL | cant=1 | creado=2026-06-19T21:44 | deadline=2026-06-20T21:44

      SUAA-000007268 | SUAA→OAKB | cant=1 | creado=2026-06-19T21:53 | deadline=2026-06-21T21:53

      SUAA-000007269 | SUAA→LATI | cant=1 | creado=2026-06-19T22:12 | deadline=2026-06-21T22:12

      SUAA-000007270 | SUAA→LATI | cant=1 | creado=2026-06-19T22:24 | deadline=2026-06-21T22:24

      SUAA-000007271 | SUAA→OOMS | cant=1 | creado=2026-06-19T22:36 | deadline=2026-06-21T22:36

      SUAA-000007272 | SUAA→OOMS | cant=1 | creado=2026-06-19T22:43 | deadline=2026-06-21T22:43

      SUAA-000007273 | SUAA→OERK | cant=1 | creado=2026-06-19T22:56 | deadline=2026-06-21T22:56

      SUAA-000007274 | SUAA→SCEL | cant=1 | creado=2026-06-19T23:15 | deadline=2026-06-20T23:15

      SUAA-000007275 | SUAA→SPIM | cant=1 | creado=2026-06-19T23:23 | deadline=2026-06-20T23:23

      SUAA-000007276 | SUAA→OPKC | cant=1 | creado=2026-06-19T23:44 | deadline=2026-06-21T23:44

      SUAA-000007277 | SUAA→LATI | cant=1 | creado=2026-06-19T23:55 | deadline=2026-06-21T23:55

      SUAA-000007278 | SUAA→OJAI | cant=1 | creado=2026-06-20T00:09 | deadline=2026-06-22T00:09

      SUAA-000007279 | SUAA→EBCI | cant=3 | creado=2026-06-20T03:29 | deadline=2026-06-22T03:29

      SUAA-000007280 | SUAA→LATI | cant=3 | creado=2026-06-20T03:40 | deadline=2026-06-22T03:40

      SUAA-000007281 | SUAA→SVMI | cant=3 | creado=2026-06-20T04:07 | deadline=2026-06-21T04:07

      SUAA-000007282 | SUAA→LOWW | cant=3 | creado=2026-06-20T04:26 | deadline=2026-06-22T04:26

      SUAA-000007283 | SUAA→LKPR | cant=3 | creado=2026-06-20T04:44 | deadline=2026-06-22T04:44

      SUAA-000007284 | SUAA→LATI | cant=3 | creado=2026-06-20T05:08 | deadline=2026-06-22T05:08

      SUAA-000007285 | SUAA→EBCI | cant=3 | creado=2026-06-20T05:29 | deadline=2026-06-22T05:29

      SUAA-000007286 | SUAA→OERK | cant=3 | creado=2026-06-20T05:46 | deadline=2026-06-22T05:46

      SUAA-000007287 | SUAA→OYSN | cant=3 | creado=2026-06-20T06:04 | deadline=2026-06-22T06:04

      SUAA-000007288 | SUAA→SEQM | cant=3 | creado=2026-06-20T06:23 | deadline=2026-06-21T06:23

      SUAA-000007289 | SUAA→SKBO | cant=2 | creado=2026-06-20T06:49 | deadline=2026-06-21T06:49

      SUAA-000007290 | SUAA→SCEL | cant=2 | creado=2026-06-20T07:02 | deadline=2026-06-21T07:02

      SUAA-000007291 | SUAA→OAKB | cant=2 | creado=2026-06-20T07:23 | deadline=2026-06-22T07:23

      SUAA-000007292 | SUAA→EKCH | cant=2 | creado=2026-06-20T07:45 | deadline=2026-06-22T07:45

      SUAA-000007293 | SUAA→LATI | cant=2 | creado=2026-06-20T08:04 | deadline=2026-06-22T08:04

      SUAA-000007294 | SUAA→EHAM | cant=2 | creado=2026-06-20T08:23 | deadline=2026-06-22T08:23

      SUAA-000007295 | SUAA→LBSF | cant=2 | creado=2026-06-20T08:40 | deadline=2026-06-22T08:40

      SUAA-000007296 | SUAA→SEQM | cant=2 | creado=2026-06-20T09:03 | deadline=2026-06-21T09:03

      SUAA-000007297 | SUAA→SLLP | cant=2 | creado=2026-06-20T09:22 | deadline=2026-06-21T09:22

      SUAA-000007298 | SUAA→LKPR | cant=2 | creado=2026-06-20T09:47 | deadline=2026-06-22T09:47

      SUAA-000007299 | SUAA→OOMS | cant=2 | creado=2026-06-20T10:00 | deadline=2026-06-22T10:00

      SUAA-000007300 | SUAA→UBBB | cant=2 | creado=2026-06-20T10:23 | deadline=2026-06-22T10:23

      SUAA-000007301 | SUAA→SCEL | cant=2 | creado=2026-06-20T10:45 | deadline=2026-06-21T10:45

      SUAA-000007302 | SUAA→LKPR | cant=2 | creado=2026-06-20T11:06 | deadline=2026-06-22T11:06

      SUAA-000007303 | SUAA→OERK | cant=2 | creado=2026-06-20T11:27 | deadline=2026-06-22T11:27

      SUAA-000007304 | SUAA→SABE | cant=2 | creado=2026-06-20T11:43 | deadline=2026-06-21T11:43

      SUAA-000007305 | SUAA→OAKB | cant=2 | creado=2026-06-20T12:04 | deadline=2026-06-22T12:04

      SUAA-000007306 | SUAA→SLLP | cant=2 | creado=2026-06-20T12:24 | deadline=2026-06-21T12:24

      SUAA-000007307 | SUAA→LDZA | cant=2 | creado=2026-06-20T12:47 | deadline=2026-06-22T12:47

      SUAA-000007308 | SUAA→VIDP | cant=2 | creado=2026-06-20T13:02 | deadline=2026-06-22T13:02

      SUAA-000007309 | SUAA→LBSF | cant=2 | creado=2026-06-20T13:21 | deadline=2026-06-22T13:21

      SUAA-000007310 | SUAA→OJAI | cant=2 | creado=2026-06-20T13:45 | deadline=2026-06-22T13:45

      SUAA-000007311 | SUAA→EHAM | cant=2 | creado=2026-06-20T14:01 | deadline=2026-06-22T14:01

      SUAA-000007312 | SUAA→SEQM | cant=2 | creado=2026-06-20T14:29 | deadline=2026-06-21T14:29

      SUAA-000007313 | SUAA→LBSF | cant=2 | creado=2026-06-20T14:46 | deadline=2026-06-22T14:46

      SUAA-000007314 | SUAA→SBBR | cant=2 | creado=2026-06-20T15:07 | deadline=2026-06-21T15:07

      SUAA-000007315 | SUAA→VIDP | cant=2 | creado=2026-06-20T15:21 | deadline=2026-06-22T15:21

      SUAA-000007316 | SUAA→OJAI | cant=2 | creado=2026-06-20T15:43 | deadline=2026-06-22T15:43

      SUAA-000007317 | SUAA→SKBO | cant=2 | creado=2026-06-20T16:08 | deadline=2026-06-21T16:08

      SUAA-000007318 | SUAA→EHAM | cant=2 | creado=2026-06-20T16:25 | deadline=2026-06-22T16:25

      SUAA-000007319 | SUAA→UBBB | cant=2 | creado=2026-06-20T16:48 | deadline=2026-06-22T16:48

      SUAA-000007320 | SUAA→VIDP | cant=2 | creado=2026-06-20T17:06 | deadline=2026-06-22T17:06

      SUAA-000007321 | SUAA→VIDP | cant=2 | creado=2026-06-20T17:29 | deadline=2026-06-22T17:29

      SUAA-000007322 | SUAA→OERK | cant=2 | creado=2026-06-20T17:41 | deadline=2026-06-22T17:41

      SUAA-000007323 | SUAA→OSDI | cant=2 | creado=2026-06-20T18:08 | deadline=2026-06-22T18:08

      SUAA-000007324 | SUAA→SABE | cant=2 | creado=2026-06-20T18:28 | deadline=2026-06-21T18:28

      SUAA-000007325 | SUAA→EHAM | cant=2 | creado=2026-06-20T18:47 | deadline=2026-06-22T18:47

      SUAA-000007326 | SUAA→OSDI | cant=2 | creado=2026-06-20T19:07 | deadline=2026-06-22T19:07

      SUAA-000007327 | SUAA→OERK | cant=2 | creado=2026-06-20T19:22 | deadline=2026-06-22T19:22

      SUAA-000007328 | SUAA→LOWW | cant=2 | creado=2026-06-20T19:40 | deadline=2026-06-22T19:40

      SUAA-000007329 | SUAA→LDZA | cant=2 | creado=2026-06-20T20:07 | deadline=2026-06-22T20:07

      SUAA-000007330 | SUAA→SVMI | cant=2 | creado=2026-06-20T20:24 | deadline=2026-06-21T20:24

      SUAA-000007331 | SUAA→EDDI | cant=2 | creado=2026-06-20T20:44 | deadline=2026-06-22T20:44

      SUAA-000007332 | SUAA→OMDB | cant=2 | creado=2026-06-20T21:00 | deadline=2026-06-22T21:00

      SUAA-000007333 | SUAA→OYSN | cant=2 | creado=2026-06-20T21:29 | deadline=2026-06-22T21:29

      SUAA-000007334 | SUAA→LATI | cant=2 | creado=2026-06-20T21:48 | deadline=2026-06-22T21:48

      SUAA-000007335 | SUAA→SBBR | cant=2 | creado=2026-06-20T22:05 | deadline=2026-06-21T22:05

      SUAA-000007336 | SUAA→LATI | cant=2 | creado=2026-06-20T22:23 | deadline=2026-06-22T22:23

      SUAA-000007337 | SUAA→SPIM | cant=2 | creado=2026-06-20T22:48 | deadline=2026-06-21T22:48

      SUAA-000007338 | SUAA→LDZA | cant=1 | creado=2026-06-20T23:07 | deadline=2026-06-22T23:07

      SUAA-000007339 | SUAA→SLLP | cant=2 | creado=2026-06-21T03:18 | deadline=2026-06-22T03:18

      SUAA-000007340 | SUAA→OOMS | cant=2 | creado=2026-06-21T03:26 | deadline=2026-06-23T03:26

      SUAA-000007341 | SUAA→VIDP | cant=2 | creado=2026-06-21T03:44 | deadline=2026-06-23T03:44

      SUAA-000007342 | SUAA→OERK | cant=2 | creado=2026-06-21T03:55 | deadline=2026-06-23T03:55

      SUAA-000007343 | SUAA→UBBB | cant=2 | creado=2026-06-21T04:12 | deadline=2026-06-23T04:12

      SUAA-000007344 | SUAA→LATI | cant=2 | creado=2026-06-21T04:25 | deadline=2026-06-23T04:25

      SUAA-000007345 | SUAA→LATI | cant=2 | creado=2026-06-21T04:34 | deadline=2026-06-23T04:34

      SUAA-000007346 | SUAA→OYSN | cant=2 | creado=2026-06-21T04:51 | deadline=2026-06-23T04:51

      SUAA-000007347 | SUAA→OPKC | cant=2 | creado=2026-06-21T04:59 | deadline=2026-06-23T04:59

      SUAA-000007348 | SUAA→SVMI | cant=2 | creado=2026-06-21T05:19 | deadline=2026-06-22T05:19

      SUAA-000007349 | SUAA→LATI | cant=2 | creado=2026-06-21T05:28 | deadline=2026-06-23T05:28

      SUAA-000007350 | SUAA→LKPR | cant=2 | creado=2026-06-21T05:42 | deadline=2026-06-23T05:42

      SUAA-000007351 | SUAA→LATI | cant=2 | creado=2026-06-21T05:55 | deadline=2026-06-23T05:55

      SUAA-000007352 | SUAA→LBSF | cant=2 | creado=2026-06-21T06:02 | deadline=2026-06-23T06:02

