[BUSQUEDA RUTAS] 702 tareas de busqueda paralela completadas [151ms]
[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2142ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 4420
    [SIN RUTAS CANDIDATAS] 4420 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008233 | EBCI→SBBR | cant=1 | creado=2026-06-19T13:26 | deadline=2026-06-21T13:26

      SUAA-000007347 | SUAA→OPKC | cant=2 | creado=2026-06-21T04:59 | deadline=2026-06-23T04:59

      SUAA-000007348 | SUAA→SVMI | cant=2 | creado=2026-06-21T05:19 | deadline=2026-06-22T05:19

      SUAA-000007349 | SUAA→LATI | cant=2 | creado=2026-06-21T05:28 | deadline=2026-06-23T05:28

      SUAA-000007350 | SUAA→LKPR | cant=2 | creado=2026-06-21T05:42 | deadline=2026-06-23T05:42

      SUAA-000007351 | SUAA→LATI | cant=2 | creado=2026-06-21T05:55 | deadline=2026-06-23T05:55

      SUAA-000007352 | SUAA→LBSF | cant=2 | creado=2026-06-21T06:02 | deadline=2026-06-23T06:02

      SUAA-000007353 | SUAA→LOWW | cant=2 | creado=2026-06-21T06:23 | deadline=2026-06-23T06:23

      SUAA-000007355 | SUAA→SLLP | cant=2 | creado=2026-06-21T06:45 | deadline=2026-06-22T06:45

      SUAA-000007356 | SUAA→OSDI | cant=2 | creado=2026-06-21T06:59 | deadline=2026-06-23T06:59

      SUAA-000007358 | SUAA→SLLP | cant=2 | creado=2026-06-21T07:28 | deadline=2026-06-22T07:28

      SUAA-000007359 | SUAA→EBCI | cant=2 | creado=2026-06-21T07:38 | deadline=2026-06-23T07:38

      SUAA-000007360 | SUAA→SVMI | cant=2 | creado=2026-06-21T07:52 | deadline=2026-06-22T07:52

      SUAA-000007361 | SUAA→OAKB | cant=2 | creado=2026-06-21T07:02 | deadline=2026-06-23T07:02

      SUAA-000007362 | SUAA→SVMI | cant=2 | creado=2026-06-21T08:15 | deadline=2026-06-22T08:15

      SUAA-000007364 | SUAA→SEQM | cant=2 | creado=2026-06-21T08:47 | deadline=2026-06-22T08:47

      SUAA-000007365 | SUAA→UBBB | cant=2 | creado=2026-06-21T08:56 | deadline=2026-06-23T08:56

      SUAA-000007368 | SUAA→OSDI | cant=2 | creado=2026-06-21T09:32 | deadline=2026-06-23T09:32

      SUAA-000007369 | SUAA→OAKB | cant=2 | creado=2026-06-21T09:51 | deadline=2026-06-23T09:51

      SUAA-000007370 | SUAA→SPIM | cant=2 | creado=2026-06-21T09:02 | deadline=2026-06-22T09:02

      SUAA-000007371 | SUAA→SEQM | cant=2 | creado=2026-06-21T10:10 | deadline=2026-06-22T10:10

      SUAA-000007373 | SUAA→UBBB | cant=2 | creado=2026-06-21T10:35 | deadline=2026-06-23T10:35

      SUAA-000007374 | SUAA→SEQM | cant=2 | creado=2026-06-21T10:50 | deadline=2026-06-22T10:50

      SUAA-000007376 | SUAA→OPKC | cant=2 | creado=2026-06-21T11:16 | deadline=2026-06-23T11:16

      SUAA-000007377 | SUAA→SABE | cant=1 | creado=2026-06-21T11:28 | deadline=2026-06-22T11:28

      SUAA-000007378 | SUAA→LKPR | cant=1 | creado=2026-06-21T11:46 | deadline=2026-06-23T11:46

      SUAA-000007379 | SUAA→SABE | cant=1 | creado=2026-06-21T11:57 | deadline=2026-06-22T11:57

      SUAA-000007380 | SUAA→SEQM | cant=1 | creado=2026-06-21T12:14 | deadline=2026-06-22T12:14

      SUAA-000007381 | SUAA→LBSF | cant=1 | creado=2026-06-21T12:24 | deadline=2026-06-23T12:24

      SUAA-000007382 | SUAA→OPKC | cant=1 | creado=2026-06-21T12:35 | deadline=2026-06-23T12:35

      SUAA-000007384 | SUAA→SPIM | cant=1 | creado=2026-06-21T12:02 | deadline=2026-06-22T12:02

      SUAA-000007387 | SUAA→OAKB | cant=1 | creado=2026-06-21T13:46 | deadline=2026-06-23T13:46

      SUAA-000007390 | SUAA→SCEL | cant=1 | creado=2026-06-21T14:21 | deadline=2026-06-22T14:21

      SUAA-000007391 | SUAA→LKPR | cant=1 | creado=2026-06-21T14:36 | deadline=2026-06-23T14:36

      SUAA-000007393 | SUAA→OPKC | cant=1 | creado=2026-06-21T14:01 | deadline=2026-06-23T14:01

      SUAA-000007394 | SUAA→OPKC | cant=1 | creado=2026-06-21T15:10 | deadline=2026-06-23T15:10

      SUAA-000007395 | SUAA→SPIM | cant=1 | creado=2026-06-21T15:23 | deadline=2026-06-22T15:23

      SUAA-000007396 | SUAA→SABE | cant=1 | creado=2026-06-21T15:38 | deadline=2026-06-22T15:38

      SUAA-000007397 | SUAA→LBSF | cant=1 | creado=2026-06-21T15:53 | deadline=2026-06-23T15:53

      SUAA-000007398 | SUAA→OMDB | cant=1 | creado=2026-06-21T16:04 | deadline=2026-06-23T16:04

      SUAA-000007399 | SUAA→SPIM | cant=1 | creado=2026-06-21T16:17 | deadline=2026-06-22T16:17

      SUAA-000007400 | SUAA→SKBO | cant=1 | creado=2026-06-21T16:30 | deadline=2026-06-22T16:30

      SUAA-000007401 | SUAA→OAKB | cant=1 | creado=2026-06-21T16:43 | deadline=2026-06-23T16:43

      SUAA-000007402 | SUAA→LKPR | cant=1 | creado=2026-06-21T16:00 | deadline=2026-06-23T16:00

      SUAA-000007403 | SUAA→OMDB | cant=1 | creado=2026-06-21T17:13 | deadline=2026-06-23T17:13

      SUAA-000007404 | SUAA→LBSF | cant=1 | creado=2026-06-21T17:18 | deadline=2026-06-23T17:18

      SUAA-000007406 | SUAA→LBSF | cant=1 | creado=2026-06-21T17:45 | deadline=2026-06-23T17:45

      SUAA-000007407 | SUAA→OJAI | cant=1 | creado=2026-06-21T17:59 | deadline=2026-06-23T17:59

      SUAA-000007410 | SUAA→SKBO | cant=1 | creado=2026-06-21T18:42 | deadline=2026-06-22T18:42

      SUAA-000007411 | SUAA→SEQM | cant=1 | creado=2026-06-21T18:56 | deadline=2026-06-22T18:56

      SUAA-000007412 | SUAA→SCEL | cant=1 | creado=2026-06-21T19:07 | deadline=2026-06-22T19:07

      SUAA-000007413 | SUAA→OMDB | cant=1 | creado=2026-06-21T19:19 | deadline=2026-06-23T19:19

      SUAA-000007414 | SUAA→OMDB | cant=1 | creado=2026-06-21T19:31 | deadline=2026-06-23T19:31

      SUAA-000007417 | SUAA→SEQM | cant=1 | creado=2026-06-21T20:12 | deadline=2026-06-22T20:12

      SUAA-000007421 | SUAA→LKPR | cant=1 | creado=2026-06-21T20:06 | deadline=2026-06-23T20:06

      SUAA-000007422 | SUAA→UBBB | cant=1 | creado=2026-06-21T21:16 | deadline=2026-06-23T21:16

      SUAA-000007423 | SUAA→SLLP | cant=1 | creado=2026-06-21T21:26 | deadline=2026-06-22T21:26

      SUAA-000007424 | SUAA→SEQM | cant=1 | creado=2026-06-21T21:44 | deadline=2026-06-22T21:44

      SUAA-000007425 | SUAA→LBSF | cant=1 | creado=2026-06-21T21:00 | deadline=2026-06-23T21:00

      SUAA-000007428 | SUAA→LBSF | cant=1 | creado=2026-06-21T22:34 | deadline=2026-06-23T22:34

      SUAA-000007429 | SUAA→OJAI | cant=1 | creado=2026-06-21T22:47 | deadline=2026-06-23T22:47

      SUAA-000007430 | SUAA→LKPR | cant=1 | creado=2026-06-21T22:58 | deadline=2026-06-23T22:58

      SUAA-000007431 | SUAA→OJAI | cant=1 | creado=2026-06-21T23:16 | deadline=2026-06-23T23:16

      SVMI-000007132 | SVMI→SCEL | cant=5 | creado=2026-06-19T09:51 | deadline=2026-06-20T09:51

      SVMI-000007135 | SVMI→SABE | cant=5 | creado=2026-06-19T11:42 | deadline=2026-06-20T11:42

      SVMI-000007139 | SVMI→SABE | cant=5 | creado=2026-06-19T14:17 | deadline=2026-06-20T14:17

      SVMI-000007144 | SVMI→OJAI | cant=5 | creado=2026-06-19T17:20 | deadline=2026-06-21T17:20

      SVMI-000007145 | SVMI→LKPR | cant=5 | creado=2026-06-19T17:02 | deadline=2026-06-21T17:02

      SVMI-000007146 | SVMI→UMMS | cant=5 | creado=2026-06-19T18:35 | deadline=2026-06-21T18:35

      SVMI-000007147 | SVMI→SGAS | cant=5 | creado=2026-06-19T19:12 | deadline=2026-06-20T19:12

      SVMI-000007148 | SVMI→LOWW | cant=4 | creado=2026-06-19T19:51 | deadline=2026-06-21T19:51

      SVMI-000007150 | SVMI→OJAI | cant=1 | creado=2026-06-19T21:12 | deadline=2026-06-21T21:12

      SVMI-000007151 | SVMI→LOWW | cant=4 | creado=2026-06-20T04:35 | deadline=2026-06-22T04:35

      SVMI-000007152 | SVMI→EBCI | cant=4 | creado=2026-06-20T05:05 | deadline=2026-06-22T05:05

      SVMI-000007153 | SVMI→UMMS | cant=4 | creado=2026-06-20T05:35 | deadline=2026-06-22T05:35

      SVMI-000007154 | SVMI→LDZA | cant=4 | creado=2026-06-20T06:08 | deadline=2026-06-22T06:08

      SVMI-000007155 | SVMI→EKCH | cant=4 | creado=2026-06-20T06:44 | deadline=2026-06-22T06:44

      SVMI-000007156 | SVMI→EKCH | cant=4 | creado=2026-06-20T07:12 | deadline=2026-06-22T07:12

      SVMI-000007157 | SVMI→LKPR | cant=4 | creado=2026-06-20T07:39 | deadline=2026-06-22T07:39

      SVMI-000007158 | SVMI→LBSF | cant=4 | creado=2026-06-20T08:16 | deadline=2026-06-22T08:16

      SVMI-000007159 | SVMI→SEQM | cant=4 | creado=2026-06-20T08:41 | deadline=2026-06-21T08:41

      SVMI-000007160 | SVMI→EHAM | cant=4 | creado=2026-06-20T09:12 | deadline=2026-06-22T09:12

      SVMI-000007161 | SVMI→SPIM | cant=4 | creado=2026-06-20T09:42 | deadline=2026-06-21T09:42

      SVMI-000007162 | SVMI→OAKB | cant=4 | creado=2026-06-20T10:18 | deadline=2026-06-22T10:18

      SVMI-000007163 | SVMI→SABE | cant=4 | creado=2026-06-20T10:47 | deadline=2026-06-21T10:47

      SVMI-000007164 | SVMI→SABE | cant=4 | creado=2026-06-20T11:21 | deadline=2026-06-21T11:21

      SVMI-000007165 | SVMI→SKBO | cant=4 | creado=2026-06-20T11:52 | deadline=2026-06-21T11:52

      SVMI-000007166 | SVMI→OMDB | cant=4 | creado=2026-06-20T12:16 | deadline=2026-06-22T12:16

      SVMI-000007167 | SVMI→OPKC | cant=4 | creado=2026-06-20T12:55 | deadline=2026-06-22T12:55

      SVMI-000007168 | SVMI→OPKC | cant=4 | creado=2026-06-20T13:23 | deadline=2026-06-22T13:23

      SVMI-000007170 | SVMI→LBSF | cant=4 | creado=2026-06-20T14:21 | deadline=2026-06-22T14:21

      SVMI-000007171 | SVMI→OMDB | cant=4 | creado=2026-06-20T14:57 | deadline=2026-06-22T14:57

      SVMI-000007172 | SVMI→SUAA | cant=4 | creado=2026-06-20T15:31 | deadline=2026-06-21T15:31

      SVMI-000007173 | SVMI→OERK | cant=4 | creado=2026-06-20T15:01 | deadline=2026-06-22T15:01

      SVMI-000007175 | SVMI→SEQM | cant=3 | creado=2026-06-20T16:01 | deadline=2026-06-21T16:01

      SVMI-000007176 | SVMI→OYSN | cant=3 | creado=2026-06-20T17:33 | deadline=2026-06-22T17:33

      SVMI-000007177 | SVMI→SEQM | cant=3 | creado=2026-06-20T17:02 | deadline=2026-06-21T17:02

      SVMI-000007178 | SVMI→UBBB | cant=3 | creado=2026-06-20T18:34 | deadline=2026-06-22T18:34

      SVMI-000007179 | SVMI→SABE | cant=3 | creado=2026-06-20T18:05 | deadline=2026-06-21T18:05

      SVMI-000007180 | SVMI→UMMS | cant=3 | creado=2026-06-20T19:31 | deadline=2026-06-22T19:31

      SVMI-000007181 | SVMI→SPIM | cant=3 | creado=2026-06-20T20:10 | deadline=2026-06-21T20:10

      SVMI-000007182 | SVMI→OYSN | cant=3 | creado=2026-06-20T20:36 | deadline=2026-06-22T20:36

      SVMI-000007183 | SVMI→SABE | cant=3 | creado=2026-06-20T21:09 | deadline=2026-06-21T21:09

      SVMI-000007185 | SVMI→OERK | cant=3 | creado=2026-06-20T22:05 | deadline=2026-06-22T22:05

      SVMI-000007186 | SVMI→LOWW | cant=1 | creado=2026-06-20T22:40 | deadline=2026-06-22T22:40

      SVMI-000007187 | SVMI→LKPR | cant=5 | creado=2026-06-21T04:37 | deadline=2026-06-23T04:37

      SVMI-000007188 | SVMI→SEQM | cant=5 | creado=2026-06-21T05:23 | deadline=2026-06-22T05:23

      SVMI-000007189 | SVMI→SKBO | cant=5 | creado=2026-06-21T05:57 | deadline=2026-06-22T05:57

      SVMI-000007190 | SVMI→OYSN | cant=5 | creado=2026-06-21T06:35 | deadline=2026-06-23T06:35

      SVMI-000007192 | SVMI→OYSN | cant=5 | creado=2026-06-21T07:50 | deadline=2026-06-23T07:50

      SVMI-000007193 | SVMI→EDDI | cant=5 | creado=2026-06-21T08:19 | deadline=2026-06-23T08:19

      SVMI-000007194 | SVMI→SPIM | cant=5 | creado=2026-06-21T08:05 | deadline=2026-06-22T08:05

      SVMI-000007196 | SVMI→OAKB | cant=5 | creado=2026-06-21T10:18 | deadline=2026-06-23T10:18

      SVMI-000007197 | SVMI→OYSN | cant=5 | creado=2026-06-21T10:50 | deadline=2026-06-23T10:50

      SVMI-000007199 | SVMI→OPKC | cant=5 | creado=2026-06-21T12:03 | deadline=2026-06-23T12:03

      SVMI-000007201 | SVMI→EDDI | cant=5 | creado=2026-06-21T13:20 | deadline=2026-06-23T13:20

      SVMI-000007202 | SVMI→SUAA | cant=5 | creado=2026-06-21T13:54 | deadline=2026-06-22T13:54

      SVMI-000007203 | SVMI→LOWW | cant=5 | creado=2026-06-21T14:36 | deadline=2026-06-23T14:36

      SVMI-000007205 | SVMI→EBCI | cant=5 | creado=2026-06-21T15:45 | deadline=2026-06-23T15:45

      SVMI-000007206 | SVMI→OMDB | cant=5 | creado=2026-06-21T16:29 | deadline=2026-06-23T16:29

      SVMI-000007207 | SVMI→OMDB | cant=5 | creado=2026-06-21T16:04 | deadline=2026-06-23T16:04

      SVMI-000007208 | SVMI→LBSF | cant=5 | creado=2026-06-21T17:43 | deadline=2026-06-23T17:43

      SVMI-000007209 | SVMI→OAKB | cant=4 | creado=2026-06-21T18:18 | deadline=2026-06-23T18:18

      SVMI-000007210 | SVMI→OPKC | cant=4 | creado=2026-06-21T18:57 | deadline=2026-06-23T18:57

      SVMI-000007211 | SVMI→LATI | cant=4 | creado=2026-06-21T19:32 | deadline=2026-06-23T19:32

      SVMI-000007212 | SVMI→UBBB | cant=4 | creado=2026-06-21T20:06 | deadline=2026-06-23T20:06

      SVMI-000007213 | SVMI→LOWW | cant=4 | creado=2026-06-21T20:40 | deadline=2026-06-23T20:40

      UBBB-000009442 | UBBB→EHAM | cant=1 | creado=2026-06-19T13:20 | deadline=2026-06-21T13:20

      UBBB-000009447 | UBBB→VIDP | cant=1 | creado=2026-06-19T14:00 | deadline=2026-06-20T14:00

      UBBB-000009450 | UBBB→SABE | cant=1 | creado=2026-06-19T14:30 | deadline=2026-06-21T14:30

      UBBB-000009451 | UBBB→SVMI | cant=1 | creado=2026-06-19T14:40 | deadline=2026-06-21T14:40

      UBBB-000009452 | UBBB→SABE | cant=1 | creado=2026-06-19T14:46 | deadline=2026-06-21T14:46

      UBBB-000009454 | UBBB→SCEL | cant=1 | creado=2026-06-19T14:57 | deadline=2026-06-21T14:57

      UBBB-000009455 | UBBB→VIDP | cant=1 | creado=2026-06-19T15:08 | deadline=2026-06-20T15:08

      UBBB-000009456 | UBBB→LOWW | cant=1 | creado=2026-06-19T15:13 | deadline=2026-06-21T15:13

      UBBB-000009458 | UBBB→OERK | cant=1 | creado=2026-06-19T15:32 | deadline=2026-06-20T15:32

      UBBB-000009459 | UBBB→EHAM | cant=1 | creado=2026-06-19T15:44 | deadline=2026-06-21T15:44

      UBBB-000009460 | UBBB→OPKC | cant=1 | creado=2026-06-19T15:47 | deadline=2026-06-20T15:47

      UBBB-000009462 | UBBB→SPIM | cant=1 | creado=2026-06-19T16:00 | deadline=2026-06-21T16:00

      UBBB-000009464 | UBBB→EBCI | cant=1 | creado=2026-06-19T16:16 | deadline=2026-06-21T16:16

      UBBB-000009465 | UBBB→SUAA | cant=1 | creado=2026-06-19T16:25 | deadline=2026-06-21T16:25

      UBBB-000009466 | UBBB→OERK | cant=1 | creado=2026-06-19T16:41 | deadline=2026-06-20T16:41

      UBBB-000009467 | UBBB→OOMS | cant=1 | creado=2026-06-19T16:47 | deadline=2026-06-20T16:47

      UBBB-000009469 | UBBB→SBBR | cant=1 | creado=2026-06-19T16:58 | deadline=2026-06-21T16:58

      UBBB-000009471 | UBBB→OAKB | cant=1 | creado=2026-06-19T17:18 | deadline=2026-06-20T17:18

      UBBB-000009472 | UBBB→OERK | cant=1 | creado=2026-06-19T17:27 | deadline=2026-06-20T17:27

      UBBB-000009473 | UBBB→UMMS | cant=1 | creado=2026-06-19T17:35 | deadline=2026-06-21T17:35

      UBBB-000009474 | UBBB→VIDP | cant=1 | creado=2026-06-19T17:44 | deadline=2026-06-20T17:44

      UBBB-000009475 | UBBB→OYSN | cant=1 | creado=2026-06-19T17:44 | deadline=2026-06-20T17:44

      UBBB-000009476 | UBBB→LKPR | cant=1 | creado=2026-06-19T17:59 | deadline=2026-06-21T17:59

      UBBB-000009477 | UBBB→LDZA | cant=1 | creado=2026-06-19T18:00 | deadline=2026-06-21T18:00

      UBBB-000009478 | UBBB→OJAI | cant=1 | creado=2026-06-19T18:14 | deadline=2026-06-20T18:14

      UBBB-000009479 | UBBB→OAKB | cant=1 | creado=2026-06-19T18:25 | deadline=2026-06-20T18:25

      UBBB-000009480 | UBBB→OAKB | cant=2 | creado=2026-06-19T22:15 | deadline=2026-06-20T22:15

      UBBB-000009481 | UBBB→EKCH | cant=2 | creado=2026-06-19T22:22 | deadline=2026-06-21T22:22

      UBBB-000009482 | UBBB→OJAI | cant=2 | creado=2026-06-19T22:33 | deadline=2026-06-20T22:33

      UBBB-000009483 | UBBB→OJAI | cant=2 | creado=2026-06-19T22:36 | deadline=2026-06-20T22:36

      UBBB-000009484 | UBBB→SABE | cant=2 | creado=2026-06-19T22:49 | deadline=2026-06-21T22:49

      UBBB-000009485 | UBBB→SEQM | cant=2 | creado=2026-06-19T22:57 | deadline=2026-06-21T22:57

      UBBB-000009486 | UBBB→UMMS | cant=2 | creado=2026-06-19T22:56 | deadline=2026-06-21T22:56

      UBBB-000009487 | UBBB→EHAM | cant=2 | creado=2026-06-19T23:09 | deadline=2026-06-21T23:09

      UBBB-000009488 | UBBB→SLLP | cant=2 | creado=2026-06-19T23:17 | deadline=2026-06-21T23:17

      UBBB-000009489 | UBBB→OERK | cant=2 | creado=2026-06-19T23:25 | deadline=2026-06-20T23:25

      UBBB-000009490 | UBBB→OAKB | cant=2 | creado=2026-06-19T23:28 | deadline=2026-06-20T23:28

      UBBB-000009491 | UBBB→OOMS | cant=2 | creado=2026-06-19T23:44 | deadline=2026-06-20T23:44

      UBBB-000009492 | UBBB→OSDI | cant=1 | creado=2026-06-19T23:49 | deadline=2026-06-20T23:49

      UBBB-000009493 | UBBB→EKCH | cant=1 | creado=2026-06-19T23:01 | deadline=2026-06-21T23:01

      UBBB-000009494 | UBBB→SLLP | cant=1 | creado=2026-06-20T00:01 | deadline=2026-06-22T00:01

      UBBB-000009495 | UBBB→VIDP | cant=1 | creado=2026-06-20T00:13 | deadline=2026-06-21T00:13

      UBBB-000009496 | UBBB→EDDI | cant=1 | creado=2026-06-20T00:24 | deadline=2026-06-22T00:24

      UBBB-000009498 | UBBB→OMDB | cant=1 | creado=2026-06-20T00:32 | deadline=2026-06-21T00:32

      UBBB-000009499 | UBBB→LDZA | cant=1 | creado=2026-06-20T00:44 | deadline=2026-06-22T00:44

      UBBB-000009500 | UBBB→LBSF | cant=1 | creado=2026-06-20T00:56 | deadline=2026-06-22T00:56

      UBBB-000009501 | UBBB→OMDB | cant=1 | creado=2026-06-20T00:01 | deadline=2026-06-21T00:01

      UBBB-000009503 | UBBB→OJAI | cant=1 | creado=2026-06-20T01:20 | deadline=2026-06-21T01:20

      UBBB-000009504 | UBBB→OPKC | cant=1 | creado=2026-06-20T01:25 | deadline=2026-06-21T01:25

      UBBB-000009505 | UBBB→SCEL | cant=1 | creado=2026-06-20T01:31 | deadline=2026-06-22T01:31

      UBBB-000009506 | UBBB→SVMI | cant=1 | creado=2026-06-20T01:45 | deadline=2026-06-22T01:45

      UBBB-000009507 | UBBB→OMDB | cant=1 | creado=2026-06-20T01:50 | deadline=2026-06-21T01:50

      UBBB-000009509 | UBBB→LATI | cant=1 | creado=2026-06-20T02:01 | deadline=2026-06-22T02:01

      UBBB-000009511 | UBBB→SEQM | cant=1 | creado=2026-06-20T02:21 | deadline=2026-06-22T02:21

      UBBB-000009514 | UBBB→OOMS | cant=1 | creado=2026-06-20T02:41 | deadline=2026-06-21T02:41

      UBBB-000009515 | UBBB→SUAA | cant=1 | creado=2026-06-20T02:48 | deadline=2026-06-22T02:48

      UBBB-000009516 | UBBB→EBCI | cant=1 | creado=2026-06-20T02:58 | deadline=2026-06-22T02:58

      UBBB-000009517 | UBBB→SBBR | cant=1 | creado=2026-06-20T03:12 | deadline=2026-06-22T03:12

      UBBB-000009519 | UBBB→SBBR | cant=1 | creado=2026-06-20T03:27 | deadline=2026-06-22T03:27

      UBBB-000009520 | UBBB→SABE | cant=1 | creado=2026-06-20T03:36 | deadline=2026-06-22T03:36

      UBBB-000009521 | UBBB→UMMS | cant=1 | creado=2026-06-20T03:41 | deadline=2026-06-22T03:41

      UBBB-000009522 | UBBB→OERK | cant=1 | creado=2026-06-20T03:49 | deadline=2026-06-21T03:49

      UBBB-000009523 | UBBB→LATI | cant=1 | creado=2026-06-20T03:01 | deadline=2026-06-22T03:01

      UBBB-000009524 | UBBB→SPIM | cant=1 | creado=2026-06-20T04:03 | deadline=2026-06-22T04:03

      UBBB-000009525 | UBBB→OJAI | cant=1 | creado=2026-06-20T04:17 | deadline=2026-06-21T04:17

      UBBB-000009526 | UBBB→EHAM | cant=1 | creado=2026-06-20T04:19 | deadline=2026-06-22T04:19

      UBBB-000009529 | UBBB→SPIM | cant=1 | creado=2026-06-20T04:49 | deadline=2026-06-22T04:49

      UBBB-000009530 | UBBB→EKCH | cant=1 | creado=2026-06-20T04:52 | deadline=2026-06-22T04:52

      UBBB-000009532 | UBBB→LOWW | cant=1 | creado=2026-06-20T05:07 | deadline=2026-06-22T05:07

      UBBB-000009533 | UBBB→EBCI | cant=1 | creado=2026-06-20T05:17 | deadline=2026-06-22T05:17

      UBBB-000009534 | UBBB→SPIM | cant=1 | creado=2026-06-20T05:25 | deadline=2026-06-22T05:25

      UBBB-000009535 | UBBB→SPIM | cant=1 | creado=2026-06-20T05:31 | deadline=2026-06-22T05:31

      UBBB-000009536 | UBBB→LATI | cant=1 | creado=2026-06-20T05:37 | deadline=2026-06-22T05:37

      UBBB-000009537 | UBBB→SUAA | cant=1 | creado=2026-06-20T05:51 | deadline=2026-06-22T05:51

      UBBB-000009539 | UBBB→EHAM | cant=1 | creado=2026-06-20T06:04 | deadline=2026-06-22T06:04

      UBBB-000009543 | UBBB→LATI | cant=1 | creado=2026-06-20T06:39 | deadline=2026-06-22T06:39

      UBBB-000009544 | UBBB→LBSF | cant=1 | creado=2026-06-20T06:48 | deadline=2026-06-22T06:48

      UBBB-000009545 | UBBB→OPKC | cant=1 | creado=2026-06-20T06:53 | deadline=2026-06-21T06:53

      UBBB-000009546 | UBBB→SEQM | cant=1 | creado=2026-06-20T06:58 | deadline=2026-06-22T06:58

      UBBB-000009550 | UBBB→SBBR | cant=1 | creado=2026-06-20T07:30 | deadline=2026-06-22T07:30

      UBBB-000009551 | UBBB→SCEL | cant=1 | creado=2026-06-20T07:41 | deadline=2026-06-22T07:41

      UBBB-000009552 | UBBB→LATI | cant=1 | creado=2026-06-20T07:53 | deadline=2026-06-22T07:53

      UBBB-000009553 | UBBB→EDDI | cant=1 | creado=2026-06-20T07:55 | deadline=2026-06-22T07:55

      UBBB-000009554 | UBBB→OJAI | cant=1 | creado=2026-06-20T08:05 | deadline=2026-06-21T08:05

      UBBB-000009555 | UBBB→OMDB | cant=1 | creado=2026-06-20T08:14 | deadline=2026-06-21T08:14

      UBBB-000009556 | UBBB→LDZA | cant=1 | creado=2026-06-20T08:17 | deadline=2026-06-22T08:17

      UBBB-000009557 | UBBB→SEQM | cant=1 | creado=2026-06-20T08:32 | deadline=2026-06-22T08:32

      UBBB-000009559 | UBBB→OERK | cant=1 | creado=2026-06-20T08:46 | deadline=2026-06-21T08:46

      UBBB-000009560 | UBBB→OJAI | cant=1 | creado=2026-06-20T08:49 | deadline=2026-06-21T08:49

      UBBB-000009563 | UBBB→LATI | cant=1 | creado=2026-06-20T09:15 | deadline=2026-06-22T09:15

      UBBB-000009564 | UBBB→SUAA | cant=1 | creado=2026-06-20T09:25 | deadline=2026-06-22T09:25

      UBBB-000009565 | UBBB→LOWW | cant=1 | creado=2026-06-20T09:35 | deadline=2026-06-22T09:35

      UBBB-000009566 | UBBB→EKCH | cant=1 | creado=2026-06-20T09:40 | deadline=2026-06-22T09:40

      UBBB-000009568 | UBBB→LBSF | cant=1 | creado=2026-06-20T09:01 | deadline=2026-06-22T09:01

      UBBB-000009570 | UBBB→LDZA | cant=1 | creado=2026-06-20T10:12 | deadline=2026-06-22T10:12

      UBBB-000009571 | UBBB→EKCH | cant=1 | creado=2026-06-20T10:16 | deadline=2026-06-22T10:16

      UBBB-000009572 | UBBB→LDZA | cant=1 | creado=2026-06-20T10:28 | deadline=2026-06-22T10:28

      UBBB-000009574 | UBBB→LOWW | cant=1 | creado=2026-06-20T10:43 | deadline=2026-06-22T10:43

      UBBB-000009576 | UBBB→LKPR | cant=1 | creado=2026-06-20T10:04 | deadline=2026-06-22T10:04

      UBBB-000009579 | UBBB→LOWW | cant=1 | creado=2026-06-20T11:22 | deadline=2026-06-22T11:22

      UBBB-000009580 | UBBB→SABE | cant=1 | creado=2026-06-20T11:28 | deadline=2026-06-22T11:28

      UBBB-000009581 | UBBB→LDZA | cant=1 | creado=2026-06-20T11:41 | deadline=2026-06-22T11:41

      UBBB-000009583 | UBBB→OMDB | cant=1 | creado=2026-06-20T11:59 | deadline=2026-06-21T11:59

      UBBB-000009584 | UBBB→LOWW | cant=1 | creado=2026-06-20T12:02 | deadline=2026-06-22T12:02

      UBBB-000009585 | UBBB→EKCH | cant=1 | creado=2026-06-20T12:16 | deadline=2026-06-22T12:16

      UBBB-000009586 | UBBB→OJAI | cant=1 | creado=2026-06-20T12:21 | deadline=2026-06-21T12:21

      UBBB-000009587 | UBBB→SABE | cant=1 | creado=2026-06-20T12:25 | deadline=2026-06-22T12:25

      UBBB-000009588 | UBBB→OERK | cant=1 | creado=2026-06-20T12:41 | deadline=2026-06-21T12:41

      UBBB-000009589 | UBBB→LOWW | cant=1 | creado=2026-06-20T12:42 | deadline=2026-06-22T12:42

      UBBB-000009590 | UBBB→LKPR | cant=1 | creado=2026-06-20T12:50 | deadline=2026-06-22T12:50

      UBBB-000009591 | UBBB→SVMI | cant=1 | creado=2026-06-20T12:57 | deadline=2026-06-22T12:57

      UBBB-000009592 | UBBB→EKCH | cant=1 | creado=2026-06-20T13:13 | deadline=2026-06-22T13:13

